	m6	One no mni	One with mni	Two	Total
82	1788649529057.434831389971850411264164029331849491868699681498100880959039511154316422759529551817647	(0.003200000000000000153349555276349747146014124155044555668450261132218673507523998578015673236973467027 + 0.0j)	(0.00320000000000000015413136946557293824438104090247647120512630934314291689305942458749927508970702128 + 7.07543180702356052278937918349428272714970428973499369103691810831791169442986205358586047081981033e-42j)	(0.003200000060363152679716182178951075849846674314137391439647465774414908612158126190660004091807226949 - 1.433378401731930914311581694181028630182141046663820298629008208628794096236140713328864653836607259e-36j)	(0.003200000000000000154131369465572938248010728748407370586503068004161927524307270593726053216086783219 + 7.075431807023560535107576136752035562964159683596214597643546057743119621036475053145060552683715503e-42j)
83	2595024211399.735936964226741120111845478714424483608686738796852805633362816732852109799044667619333	(0.003200000000000000153349555276349747146014124155044555666107602276721869764151814164442767384325937605 + 0.0j)	(0.003200000000000000154983994965805816096521198762921080778041053111428428746390027573843007256157159709 + 2.154066693318319189856151367838122528639104924981742979259262268603165322557292159179932562431368815e-41j)	(0.003200000130487582001164256712626992247474811936340240735474908747640097235242510039178713030450202884 - 4.436014476584617131388166469407846175913423653552067703183329103921931151206889363302663591101828175e-36j)	(0.003200000000000000154983994965805816100102695780205983866050388903485693696307611728387633075108440169 + 2.154066693318319191624328979153890944044208035006805256190194013573613681336240089143997516804341937e-41j)
84	3764935806792.468026731284958764332594471879661924314994371162831705731965787329165049997527969029314	(0.003200000000000000153349555276349747146014124155044555665007239913481697650759248083822694659456279363 + 0.0j)	(0.003200000000000000156755821710863416652952644898576173250738749698536175537091825273211596495329626885 + 6.546749316026121856581843883730728752890423157438898396068363857425168986413891531012757171108516505e-41j)	(0.003200000281977526143043062115180448501020001696493309793643501396896635875262472674976878864064809324 - 1.37261596560739901598074497050365585641355001419163313780802786462588759555120459780459222399010745e-35j)	(0.003200000000000000156755821710863416656464663478547983886801771713285162417876667116440147574014599734 + 6.546749316026121859107214338972138532909640046753604180078903049357974692902472404266539101529812652e-41j)
85	5462277217684.341532704168501051389753832872131244421990084438824171491965640890812118154652510751681	(0.003200000000000000153349555276349747146014124155044555664493156708767522522660528208410977991258242273 + 0.0j)	(0.003200000000000000160416003894560173448809269722028721486549443075445648845649897170309084533441727161 + 1.985066757955657550440355556233141019723424442257117724892323473614855436490321501137466127130372657e-40j)	(0.003200000609132533159984443621021644364159575411191531331975066012359003326205753143426826169440899837 - 4.246499754567749903455116030557992259174331155700391878125823709034198771543353996893928308032680218e-35j)	(0.003200000000000000160416003894560173452221409362543048892667846976125622998255807514598137115793931043 + 1.985066757955657550798334207113246839185738901957057512058144271198452233337001140121213274365812734e-40j)
86	7924828983539.173211649128451747760562809776923779341631844965343502108838147958978863363566213997572	(0.003200000000000000153349555276349747146014124155044555664254906991050720729315264644964092728939782644 + 0.0j)	(0.003200000000000000167910756122343375246313445633305934315393345039512225534551284106616017247123107669 + 5.998720077844149876482715961814274421761362177581362042125687498468525583017802590651743026398399479e-40j)	(0.003200001315421313745993524999262698087741545530574335933620163848048301555369726577587839996713468694 - 1.313533110212198183718712410977405477468090279094802507663835187821290794344416933594482343011872279e-34j)	(0.003200000000000000167910756122343375249582619549009894956766707243107027737141544841850386750991658078 + 5.998720077844149876984381053838601586388410606422614510243315743321503812507320708189582405738337578e-40j)
87	11497569953977.35790780917798852042328849862103804226996400869174620008788839895418298511399740704137	(0.003200000000000000153349555276349747146014124155044555664145841856991367808173340098472766077467994515 + 0.0j)	(0.003200000000000000183056138963683081611634417931114671138827314365204638657590793149316087243873147011 + 1.80377996952550414034752827341222438945684750944954657105775636157285897581559993489536843663918595e-39j)	(0.003200002839732185747065217716221810464098326238388268043841716355525781926130143149376076976861925116 - 4.062380853514560709375125647141260715771748429818618928600785874311772403561260955721748337564931186e-34j)	(0.00320000000000000018305613896368308161470025976172738937615016136852273757075955646083132804701518012 + 1.803779969525504140416585501316271364183480257032635464699170398671750353685569069876987746407023068e-39j)
88	16681005372000.58753599791149088655847479192684152394707044999518967275981100709623651372142608656946	(0.003200000000000000153349555276349747146014124155044555664096868757321879040266747299661389266675915402 + 0.0j)	(0.0032000000000000002130535848806775384966367433622735856641302716364388111056838696967626499382276864 + 5.38371089835527150010841457353445046122581776305642157543866792931374717090668780925668516145693943e-39j)	(0.003200006128480930291911783069937778718684972234381893431018129255268755166646934483504730510952436587 - 1.256179493700618667977055514746784878812719492695159173031308164115429556992479417763938313477419255e-33j)	(0.003200000000000000213053584880677538499416187269910018073421390008473939718276346575413103580243224571 + 5.38371089835527150020076238922826078653157298767961072264182858397854283189370160409209980973193306e-39j)
89	24201282647943.82023719285259411306813713883370485060224543932620251190029165470447114331588718879408	(0.003200000000000000153349555276349747146014124155044555664075561223750306893886606467692524913837277641 + 0.0j)	(0.003200000000000000270637516774539993107649121182421945513870640334921268043941116026543612105672469318 + 1.588813462380376759456609649403256190212690125362837845748785813512392119796067251293215195808824172e-38j)	(0.003200013221923147165730482235538590057095087386441161247228649872596228574217360576901454800579874064 - 3.883791525443799146724973943319613620984941810534581775387672921458485515705784067469901814576074301e-33j)	(0.003200000000000000270637516774539993110031157374428975970258262731086872767701848394285566545123561438 + 1.588813462380376759468356989439268578025143192344241506150901692885092241751461597323703861444922484e-38j)
90	35111917342151.31321348645897086215042020178174622974715663550158753415528606728255930046701861444083	(0.00320000000000000015334955527634974714601412415504455566406678844491988937760747392742520020286445873 + 0.0j)	(0.003200000000000000375714986605589868947075191207058204533824993991959718144256006603064044715436751738 + 4.607002358169628059953743970376164938240843261008200276309516655608412701690483331954744990011610139e-38j)	(0.003200028517143453675962634018619707575425338090352245247830486764918921186887941784379900235352072709 - 0.00000000000000000000000000000001200590505060478984156199902071367471992988423194948892704865521969484678493727117047310603785931183j)	(0.003200000000000000375714986605589868948918769575543964113982465902245734029046425784988373708646742358 + 4.607002358169628059967312688306846126124318606948142903524056184957586374785089125152252179348938648e-38j)
91	50941380148163.79056684092486290528460932473332639722929091638135879267030111879564574844540439250264	(0.003200000000000000153349555276349747146014124155044555664063551184704592806544023492868362501803241019 + 0.0j)	(0.003200000000000000551359400609296382402561932019608293818999867777665532747362741755577167599043057534 + 1.298357303612425187281760936745878033879060175201060261635579327101559473712327886345462783073969863e-37j)	(0.003200061487972136602089916491119711696335097957282991322452053756481796363819850301157254245470481102 - 0.00000000000000000000000000000003710823217576998884113036048461051953568537294314090144691315563291512257189423002510773853993641557j)	(0.003200000000000000551359400609296382403704523918976013168591455125574843549521397575964432130329517427 + 1.298357303612425187282998142823153065166650022632450742380872185859807915135101602255792709237590449e-37j)
92	73907220335257.78280055986121994588790704775294802387640920530497631095914738104301158498226222527476	(0.003200000000000000153349555276349747146014124155044555664062654595494809831051379318240153931812321434 + 0.0j)	(0.003200000000000000798541634637943246250183204864634482208412593118398386615281011424539121088540452928 + 3.484027525576134058320536630306047055644655635043111072580994920962060709562231512700547773118542718e-37j)	(0.003200132540965366239467407217266836083036951077928455546062342279200716983316600516609970233422397591 - 0.000000000000000000000000000000114678901126313777573377262078916017724816472422278137765737700346242741821965462884300635367533779j)	(0.003200000000000000798541634637943246250477648487810967321664355861753668997267809062633668382936632247 + 3.484027525576134058320792114566973055703956886034522033077422406248280432987205922750026408733593456e-37j)
93	107226722201032.3222759490091884903423179702676372961029755091615206971492836361608105247817836780792	(0.003200000000000000153349555276349747146014124155044555664062670715590706692904342164868466488269482601 + 0.0j)	(0.003200000000000001017836656701404657234693593360921156314856795084007385416228490590606836309731130946 + 8.50872422371359798114495368026863178393772266876763214228278358119855804624418499120236769066184708e-37j)	(0.003200285620156264682625185869449495122539212708394969863043463288180855207829771542987517265779861454 - 0.0000000000000000000000000000003543530388812262131947185869922348493393276106802130321766361824715066748065985202184272903786161925j)	(0.003200000000000001017836656701404657234112959625185833494610913273528011525525218156630859734805962079 + 8.508724223713597981142083865751862531644196658805843835854422855479577038718168337269844096275348295e-37j)
94	155567614393047.1803813445598914561363792571870097504046122731161295102023002840296366805889737150864	(0.003200000000000000153349555276349747146014124155044555664062983077443690984629797539533996285618369324 + 0.0j)	(0.003200000000000000884527132964069500137623454401779666630892638742514060218561396242700691956373400705 + 1.654278675032959236709011017258546286126684835000581230981611599521073385275593339888312010303904467e-36j)	(0.003200615331583582083371670807339112865463148782045500926169286789375054216749636520963985257412759728 - 0.000000000000000000000000000001094786983034150152575557722827008466779768748223455236293037860348435745491764800625083416617362643j)	(0.003200000000000000884527132964069500136521401576336941009074083756014413002010628658323901483034036311 + 1.654278675032959236707912566688797698302593951287176588166978109875497753081814331713665480419985698e-36j)
95	225701971963392.004757275181333404392350998418361165861773921451992974863752182810452101384391814238	(0.003200000000000000153349555276349747146014124155044555664063341494934461293134691505723426835522647537 + 0.0j)	(0.003200000000000000224046422480566486272913565994964649752022942211520719896829236389454490755497138376 + 8.686993490055144623313137505700247485114393549034845942062642362325520411496442019517935963449428566e-37j)	(0.003201325299351269362194081763453894462702969443555412505958270272021798641988779007050256433601189252 - 0.000000000000000000000000000003381935517779247694713229559118975018667511026395555936472521479903873055298586955435660592054119239j)	(0.00320000000000000022404642248056648627262984595873269154019249962689028979080972425773844288001625228 + 8.686993490055144623282843536300716198697247123671502195458698510213815127582773358188930338753902748e-37j)
96	327454916287772.8459467314858149955063944634142080282699540558494541620278535006593835299864514040394	(0.003200000000000000153349555276349747146014124155044555664063656531129312932414481579958110755383045022 + 0.0j)	(0.003200000000000004039960049431835509867203392018300063347444440963043990765665333105051821669089679306 - 1.588142170143435128058967486519423978927069761119576130391566497298246175879222129837445508760742178e-35j)	(0.003202853684246247177976299467078470636092705872021077645911709172803084343297729081057790912939354299 - 0.00000000000000000000000000001044587053728877297344568596004287835326751517328651441420276309116559468650821555732938588442099765j)	(0.003200000000000004039960049431835509871421783382155620858556600948317774198452329177462671973221424114 - 1.588142170143435128059709208227880293192070032820446183256030115632393450950777050152777658571727386e-35j)
97	475081016210279.6596623612993048809748767369297271395562667838004772268184686881275304774627025826448	(0.003200000000000000153349555276349747146014124155044555664063905975504464071785508666436806865527925981 + 0.0j)	(0.003200000000000056177410118332876307035168392889463603169450086341643545954880180787431646225339794239 - 1.306180535009219007575963349299218601930225686980010082740776059985735672894101719312960963536905089e-34j)	(0.003206143101483499856291424093625924160061214838007535499486673296304034181954693062014943543706603949 - 0.00000000000000000000000000003226034025887835724734351464800278901222187247913200781942320382545219933409704269288467925587234802j)	(0.003200000000000056177410118332876307052896019885269486335193521175240105159116434555107858982423000037 - 1.306180535009219007576134572323449275218720633605628689717341878425504526780108191548610757602164533e-34j)
98	689261210434969.755133298892174825112323423903777908488661652102174262219959579453355382407975911003	(0.003200000000000000153349555276349747146014124155044555664064093253972838920289102281549139684418599387 + 0.0j)	(0.00320000000000042558511703064660023831430800309713798804656975086015301855789638583004568840896926688 - 7.62724591226391440475842161144188923948849722587091425377611419690607209738434878111868405690923289e-34j)	(0.003213220928803783747813278231513883782947210937909925019155806587788878118208482138587727000717726496 - 0.00000000000000000000000000009961841044892595962232051826567535129087396401304012139625315988184801032449934809345955276774288285j)	(0.003200000000000425585117030646600238366322066293602908605101998911298780505581207808675634139760069311 - 7.627245912263914404758803923693503165560360767683664869274367447331649507785513375489498018517119631e-34j)
99	1000000000000000.0	(0.003200000000000000153349555276349747146014124155044555664064229628414725631172525323983196894584414384 + 0.0j)	(0.003200000000002549831439337683847516525039667546368328724893215959677446416139629422452741667925681967 - 3.941269969101577272659187698934257157075431950046948646289999188696274653394839231464787319780160811e-33j)	(0.003228446669198813307991841285272588385999280109612190046769262393174504025333303342277469407664197612 - 0.0000000000000000000000000003075799510080656797496403486367530408447004270814987541829539881975077613924708616354733643984533571j)	(0.003200000000002549831439337683847516657711887099368377009473249630676339622621543652153892479235231292 - 3.941269969101577272659271349922643749016698164609725473951132999974136142593570317297080637415435256e-33j)
